Symbol,Name,Sector,Industry,Exchange
BPMP,BP Midstream Partners LP,Energy,Natural Gas Distribution,nyse
BP,BP p.l.c.,Energy,Integrated oil Companies,nyse
BPT,BP Prudhoe Bay Royalty Trust,Energy,Integrated oil Companies,nyse
BRC,Brady Corporation,Consumer Durables,Miscellaneous manufacturing industries,nyse
BHR,Braemar Hotels & Resorts Inc.,Consumer Services,Real Estate Investment Trusts,nyse
BDN,Brandywine Realty Trust,Consumer Services,Real Estate Investment Trusts,nyse
BWG,BrandywineGLOBAL Global Income Opportunities Fund,,,nyse
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,Consumer Non-Durables,Farming/Seeds/Milling,nyse
BRFS,BRF S.A.,Consumer Non-Durables,Meat/Poultry/Fish,nyse
BGG,Briggs & Stratton Corporation,Energy,Industrial Machinery/Components,nyse
MNRL,"Brigham Minerals, Inc.",Energy,Oil & Gas Production,nyse
BFAM,Bright Horizons Family Solutions Inc.,Miscellaneous,Other Consumer Services,nyse
BEDU,Bright Scholar Education Holdings Limited,Consumer Services,Other Consumer Services,nyse
BSA,BrightSphere Investment Group Inc.,Finance,Investment Managers,nyse
BSIG,BrightSphere Investment Group Inc.,Finance,Investment Managers,nyse
BV,"BrightView Holdings, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,nyse
EAT,"Brinker International, Inc.",Consumer Services,Restaurants,nyse
BCO,Brink&#39;s Company (The),Transportation,Oil Refining/Marketing,nyse
BMY,Bristol-Myers Squibb Company,Health Care,Major Pharmaceuticals,nyse
BTI,British American Tobacco p.l.c.,Consumer Non-Durables,Farming/Seeds/Milling,nyse
BRX,Brixmor Property Group Inc.,Consumer Services,Real Estate Investment Trusts,nyse
BR,"Broadridge Financial Solutions, Inc.",Miscellaneous,Business Services,nyse
BKD,Brookdale Senior Living Inc.,Health Care,Hospital/Nursing Management,nyse
BAM,Brookfield Asset Management Inc,Consumer Services,Building operators,nyse
BBU,Brookfield Business Partners L.P.,Basic Industries,Engineering & Construction,nyse
INF,Brookfield Global Listed Infrastructure Income Fund,,,nyse
BIP,Brookfield Infrastructure Partners LP,Consumer Services,Marine Transportation,nyse
RA,Brookfield Real Assets Income Fund Inc.,,,nyse
BEP,Brookfield Renewable Partners L.P.,Public Utilities,Electric Utilities: Central,nyse
BRO,"Brown & Brown, Inc.",Finance,Specialty Insurers,nyse
BRT,BRT Apartments Corp.,Consumer Services,Real Estate Investment Trusts,nyse
BC,Brunswick Corporation,Energy,Industrial Machinery/Components,nyse
BT,BT Group plc,Public Utilities,Telecommunications Equipment,nyse
BPL,Buckeye Partners L.P.,Energy,Natural Gas Distribution,nyse
BKE,"Buckle, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,nyse
BVN,Buenaventura Mining Company Inc.,Basic Industries,Precious Metals,nyse
BBW,"Build-A-Bear Workshop, Inc.",Consumer Services,Recreational Products/Toys,nyse
BG,Bunge Limited,Consumer Non-Durables,Packaged Foods,nyse
BURL,"Burlington Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,nyse
BWXT,"BWX Technologies, Inc.",Energy,Industrial Machinery/Components,nyse
BY,"Byline Bancorp, Inc.",Finance,Major Banks,nyse
CJ,"C&J Energy Services, Inc",Energy,Oilfield Services/Equipment,nyse
GYB,CABCO Series 2004-101 Trust,Finance,Finance: Consumer Services,nyse
PFH,CABCO Series 2004-101 Trust,Finance,Finance: Consumer Services,nyse
CABO,"Cable One, Inc.",Consumer Services,Television Services,nyse
CBT,Cabot Corporation,Basic Industries,Major Chemicals,nyse
COG,Cabot Oil & Gas Corporation,Energy,Oil & Gas Production,nyse
CACI,"CACI International, Inc.",Technology,EDP Services,nyse
WHD,"Cactus, Inc.",Energy,Metal Fabrications,nyse
CADE,Cadence Bancorporation,Finance,Major Banks,nyse
CAE,CAE Inc,Miscellaneous,Industrial Machinery/Components,nyse
CAI,"CAI International, Inc.",Technology,Diversified Commercial Services,nyse
CAL,"Caleres, Inc.",Consumer Non-Durables,Shoe Manufacturing,nyse
CRC,California Resources Corporation,Energy,Oil & Gas Production,nyse
CWT,California Water  Service Group Holding,Public Utilities,Water Supply,nyse
CALX,"Calix, Inc",Consumer Services,Telecommunications Equipment,nyse
ELY,Callaway Golf Company,Consumer Non-Durables,Recreational Products/Toys,nyse
CPE,Callon Petroleum Company,Energy,Oil & Gas Production,nyse
CBM,Cambrex Corporation,Health Care,Major Pharmaceuticals,nyse
CPT,Camden Property Trust,Consumer Services,Real Estate Investment Trusts,nyse
CCJ,Cameco Corporation,Basic Industries,Precious Metals,nyse
CPB,Campbell Soup Company,Consumer Non-Durables,Packaged Foods,nyse
CWH,"Camping World Holdings, Inc.",Consumer Durables,Automotive Aftermarket,nyse
GOOS,Canada Goose Holdings Inc.,Consumer Non-Durables,Apparel,nyse
CM,Canadian Imperial Bank of Commerce,Finance,Commercial Banks,nyse
CNI,Canadian National Railway Company,Transportation,Railroads,nyse
CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas Production,nyse
CP,Canadian Pacific Railway Limited,Transportation,Railroads,nyse
CANG,Cango Inc.,Technology,Computer Software: Prepackaged Software,nyse
CNNE,"Cannae Holdings, Inc.",Consumer Services,Restaurants,nyse
CTST,CannTrust Holdings Inc.,Consumer Durables,Specialty Chemicals,nyse
CAJ,"Canon, Inc.",Miscellaneous,Industrial Machinery/Components,nyse
CGC,Canopy Growth Corporation,Consumer Durables,Specialty Chemicals,nyse
CMD,Cantel Medical Corp.,Health Care,Medical/Dental Instruments,nyse
COF,Capital One Financial Corporation,Finance,Major Banks,nyse
CSU,Capital Senior Living Corporation,Health Care,Hospital/Nursing Management,nyse
BXMT,"Capital Trust, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
CPRI,Capri Holdings Limited,Consumer Non-Durables,Apparel,nyse
CMO,Capstead Mortgage Corporation,Consumer Services,Real Estate Investment Trusts,nyse
CRR,"Carbo Ceramics, Inc.",Capital Goods,Industrial Machinery/Components,nyse
CAH,"Cardinal Health, Inc.",Health Care,Other Pharmaceuticals,nyse
CRCM,"Care.com, Inc.",Consumer Services,Other Consumer Services,nyse
CSL,Carlisle Companies Incorporated,Basic Industries,Specialty Chemicals,nyse
KMX,CarMax Inc,Consumer Durables,Automotive Aftermarket,nyse
CCL,Carnival Corporation,Consumer Services,Marine Transportation,nyse
CUK,Carnival Corporation,Consumer Services,Marine Transportation,nyse
CRS,Carpenter Technology Corporation,Basic Industries,Steel/Iron Ore,nyse
CSV,"Carriage Services, Inc.",Consumer Services,Other Consumer Services,nyse
CARS,Cars.com Inc.,Technology,EDP Services,nyse
CRI,"Carter&#39;s, Inc.",Consumer Non-Durables,Apparel,nyse
CVNA,Carvana Co.,Consumer Durables,Automotive Aftermarket,nyse
CSLT,"Castlight Health, inc.",Technology,EDP Services,nyse
CTLT,"Catalent, Inc.",Health Care,Major Pharmaceuticals,nyse
CTT,"CatchMark Timber Trust, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
CAT,"Caterpillar, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,nyse
CATO,Cato Corporation (The),Consumer Services,Clothing/Shoe/Accessory Stores,nyse
CBZ,"CBIZ, Inc.",Miscellaneous,Business Services,nyse
CBL,"CBL & Associates Properties, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
CBO,CBO (Listing Market - NYSE - Networks A/E),,,nyse
IGR,CBRE Clarion Global Real Estate Income Fund,,,nyse
CBRE,"CBRE Group, Inc.",Finance,Real Estate,nyse
CBS,CBS Corporation,Consumer Services,Broadcasting,nyse
CBX,CBX (Listing Market NYSE Networks AE,,,nyse
FUN,"Cedar Fair, L.P.",Consumer Services,Services-Misc. Amusement & Recreation,nyse
CDR,"Cedar Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
CE,Celanese Corporation,Basic Industries,Major Chemicals,nyse
CLS,"Celestica, Inc.",Technology,Electrical Products,nyse
CEL,"Cellcom Israel, Ltd.",Public Utilities,Telecommunications Equipment,nyse
CPAC,Cementos Pacasmayo S.A.A.,Capital Goods,Building Materials,nyse
CX,Cemex S.A.B. de C.V.,Capital Goods,Building Materials,nyse
CVE,Cenovus Energy Inc,Energy,Oil & Gas Production,nyse
CNC,Centene Corporation,Health Care,Medical Specialities,nyse
CEN,Center Coast Brookfield MLP & Energy Infrastructur,,,nyse
CNP,"CenterPoint Energy, Inc.",Public Utilities,Electric Utilities: Central,nyse
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,Public Utilities,Electric Utilities: Central,nyse
CEPU,Central Puerto S.A.,Public Utilities,Electric Utilities: Central,nyse
CCS,"Century Communities, Inc.",Capital Goods,Homebuilding,nyse
CTL,"CenturyLink, Inc.",Public Utilities,Telecommunications Equipment,nyse
CDAY,Ceridian HCM Holding Inc.,Technology,Computer Software: Prepackaged Software,nyse
CF,"CF Industries Holdings, Inc.",Basic Industries,Agricultural Chemicals,nyse
GIB,CGI Inc.,Consumer Services,Professional Services,nyse
ECOM,ChannelAdvisor Corporation,Technology,Computer Software: Prepackaged Software,nyse
CHAP,"Chaparral Energy, Inc.",Energy,Oil & Gas Production,nyse
CHRA,"Charah Solutions, Inc.",Basic Industries,Environmental Services,nyse
CRL,"Charles River Laboratories International, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,nyse
CLDT,Chatham Lodging Trust (REIT),Consumer Services,Real Estate Investment Trusts,nyse
CMCM,Cheetah Mobile Inc.,Technology,Computer Software: Prepackaged Software,nyse
CHGG,"Chegg, Inc.",Consumer Services,Other Consumer Services,nyse
CHE,Chemed Corp.,Health Care,Medical/Nursing Services,nyse
CC,Chemours Company (The),Basic Industries,Major Chemicals,nyse
CHMI,Cherry Hill Mortgage Investment Corporation,Consumer Services,Real Estate Investment Trusts,nyse
CHK,Chesapeake Energy Corporation,Energy,Oil & Gas Production,nyse
CHKR,Chesapeake Granite Wash Trust,Energy,Oil & Gas Production,nyse
CHSP,Chesapeake Lodging Trust,Consumer Services,Real Estate Investment Trusts,nyse
CPK,Chesapeake Utilities Corporation,Public Utilities,Oil & Gas Production,nyse
CVX,Chevron Corporation,Energy,Integrated oil Companies,nyse
CHWY,"Chewy, Inc.",Consumer Services,Catalog/Specialty Distribution,nyse
CHS,"Chico&#39;s FAS, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,nyse
CIM,Chimera Investment Corporation,Consumer Services,Real Estate Investment Trusts,nyse
DL,China Distance Education Holdings Limited,Consumer Services,Other Consumer Services,nyse
CEA,China Eastern Airlines Corporation Ltd.,Transportation,Air Freight/Delivery Services,nyse
CHN,"China Fund, Inc. (The)",,,nyse
CGA,"China Green Agriculture, Inc.",Basic Industries,Agricultural Chemicals,nyse
LFC,China Life Insurance Company Limited,Finance,Life Insurance,nyse
CHL,China Mobile (Hong Kong) Ltd.,Public Utilities,Telecommunications Equipment,nyse
COE,China Online Education Group,Consumer Services,Other Consumer Services,nyse
SNP,China Petroleum & Chemical Corporation,Energy,Integrated oil Companies,nyse
XRF,China Rapid Finance Limited,Finance,Finance: Consumer Services,nyse
ZNH,China Southern Airlines Company Limited,Transportation,Air Freight/Delivery Services,nyse
CHA,China Telecom Corp Ltd,Public Utilities,Telecommunications Equipment,nyse
CHU,China Unicom (Hong Kong) Ltd,Public Utilities,Telecommunications Equipment,nyse
CYD,China Yuchai International Limited,Energy,Industrial Machinery/Components,nyse
CMG,"Chipotle Mexican Grill, Inc.",Consumer Services,Restaurants,nyse
CHH,"Choice Hotels International, Inc.",Consumer Services,Hotels/Resorts,nyse
CB,Chubb Limited,Finance,Property-Casualty Insurers,nyse
CHT,"Chunghwa Telecom Co., Ltd.",Public Utilities,Telecommunications Equipment,nyse
CHD,"Church & Dwight Company, Inc.",Basic Industries,Package Goods/Cosmetics,nyse
CCX,Churchill Capital Corp II,Finance,Business Services,nyse
CIEN,Ciena Corporation,Public Utilities,Telecommunications Equipment,nyse
CI,Cigna Corporation,Health Care,Medical Specialities,nyse
XEC,Cimarex Energy Co,Energy,Oil & Gas Production,nyse
CBB,Cincinnati Bell Inc,Public Utilities,Telecommunications Equipment,nyse
CNK,Cinemark Holdings Inc,Consumer Services,Movies/Entertainment,nyse
CINR,Ciner Resources LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),nyse
CIR,"CIRCOR International, Inc.",Capital Goods,Metal Fabrications,nyse
CISN,Cision Ltd.,Technology,Computer Software: Prepackaged Software,nyse
CIT,CIT Group Inc (DEL),Finance,Major Banks,nyse
BLW,Citigroup Inc.,Finance,Major Banks,nyse
C,Citigroup Inc.,Finance,Major Banks,nyse
CFG,"Citizens Financial Group, Inc.",Finance,Major Banks,nyse
CIA,"Citizens, Inc.",Finance,Life Insurance,nyse
CIO,"City Office REIT, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
CVEO,Civeo Corporation,Consumer Services,Hotels/Resorts,nyse
CCC,Clarivate Analytics Plc,Technology,EDP Services,nyse
CLH,"Clean Harbors, Inc.",Basic Industries,Environmental Services,nyse
CCO,"Clear Channel Outdoor Holdings, Inc.",Consumer Services,Advertising,nyse
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,,,nyse
CEM,ClearBridge MLP and Midstream Fund Inc.,,,nyse
CTR,ClearBridge MLP and Midstream Total Return Fund In,,,nyse
CLW,Clearwater Paper Corporation,Basic Industries,Paper,nyse
CWEN,"Clearway Energy, Inc.",Public Utilities,Electric Utilities: Central,nyse
CLF,Cleveland-Cliffs Inc.,Basic Industries,Precious Metals,nyse
CLPR,Clipper Realty Inc.,Consumer Services,Real Estate Investment Trusts,nyse
CLX,Clorox Company (The),Consumer Durables,Specialty Chemicals,nyse
CLDR,"Cloudera, Inc.",Technology,Computer Software: Prepackaged Software,nyse
CMS,CMS Energy Corporation,Public Utilities,Power Generation,nyse
CMSA,CMS Energy Corporation,Public Utilities,Power Generation,nyse
CMSC,CMS Energy Corporation,Public Utilities,Power Generation,nyse
CMSD,CMS Energy Corporation,Public Utilities,Power Generation,nyse
CNA,CNA Financial Corporation,Finance,Property-Casualty Insurers,nyse
CNF,CNFinance Holdings Limited,Finance,Finance: Consumer Services,nyse
CNHI,CNH Industrial N.V.,Capital Goods,Construction/Ag Equipment/Trucks,nyse
CNO,"CNO Financial Group, Inc.",Finance,Accident &Health Insurance,nyse
CEO,CNOOC Limited,Energy,Oil & Gas Production,nyse
CNXM,CNX Midstream Partners LP,Public Utilities,Natural Gas Distribution,nyse
CEIX,CNX Resources Corporation,Energy,Coal Mining,nyse
CNX,CNX Resources Corporation,Energy,Oil & Gas Production,nyse
KOF,Coca Cola Femsa S.A.B. de C.V.,Consumer Non-Durables,Beverages (Production/Distribution),nyse
KO,Coca-Cola Company (The),Consumer Non-Durables,Beverages (Production/Distribution),nyse
CCEP,Coca-Cola European Partners plc,Consumer Non-Durables,Beverages (Production/Distribution),nyse
CDE,"Coeur Mining, Inc.",Basic Industries,Precious Metals,nyse
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",,,nyse
INB,"Cohen & Steers Global Income Builder, Inc.",,,nyse
CNS,Cohen & Steers Inc,Finance,Investment Managers,nyse
UTF,"Cohen & Steers Infrastructure Fund, Inc",,,nyse
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",,,nyse
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",,,nyse
RQI,Cohen & Steers Quality Income Realty Fund Inc,,,nyse
RNP,"Cohen & Steers REIT and Preferred and Income Fund,",,,nyse
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",,,nyse
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",,,nyse
CFX,Colfax Corporation,Capital Goods,Fluid Controls,nyse
CFXA,Colfax Corporation,Capital Goods,Fluid Controls,nyse
CL,Colgate-Palmolive Company,Consumer Non-Durables,Package Goods/Cosmetics,nyse
CCH,Collier Creek Holdings,Finance,Business Services,nyse
CXE,Colonial High Income Municipal Trust,,,nyse
CIF,Colonial Intermediate High Income Fund,,,nyse
CXH,Colonial Investment Grade Municipal Trust,,,nyse
CMU,Colonial Municipal Income Trust,,,nyse
CLNY,"Colony Capital, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
CLNC,"Colony Credit Real Estate, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
CXP,"Columbia Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",,,nyse
CCZ,Comcast Corporation,Consumer Services,Television Services,nyse
CMA,Comerica Incorporated,Finance,Major Banks,nyse
FIX,"Comfort Systems USA, Inc.",Capital Goods,Engineering & Construction,nyse
CMC,Commercial Metals Company,Basic Industries,Steel/Iron Ore,nyse
CBU,"Community Bank System, Inc.",Finance,Major Banks,nyse
CYH,"Community Health Systems, Inc.",Health Care,Hospital/Nursing Management,nyse
CHCT,Community Healthcare Trust Incorporated,Consumer Services,Real Estate Investment Trusts,nyse
CIG,Comp En De Mn Cemig ADS,Public Utilities,Electric Utilities: Central,nyse
CBD,Companhia Brasileira de Distribuicao,Consumer Services,Food Chains,nyse
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,Public Utilities,Water Supply,nyse
ELP,Companhia Paranaense de Energia (COPEL),Public Utilities,Electric Utilities: Central,nyse
CCU,"Compania Cervecerias Unidas, S.A.",Consumer Non-Durables,Beverages (Production/Distribution),nyse
CODI,Compass Diversified Holdings,Consumer Durables,Home Furnishings,nyse
CMP,"Compass Minerals International, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),nyse
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas Production,nyse
CAG,"ConAgra Brands, Inc.",Consumer Non-Durables,Packaged Foods,nyse
CXO,Concho Resources Inc.,Energy,Oil & Gas Production,nyse
CCM,Concord Medical Services Holdings Limited,Health Care,Medical/Nursing Services,nyse
CNDT,Conduent Incorporated,Miscellaneous,Business Services,nyse
COP,ConocoPhillips,Energy,Integrated oil Companies,nyse
CCR,CONSOL Coal Resources LP,Energy,Coal Mining,nyse
ED,Consolidated Edison Inc,Public Utilities,Power Generation,nyse
STZ,Constellation Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution),nyse
CSTM,Constellium SE,Basic Industries,Metal Fabrications,nyse
TCS,Container Store (The),Consumer Services,Home Furnishings,nyse
CBPX,"Continental Building Products, Inc.",Capital Goods,Building Materials,nyse
CLR,"Continental Resources, Inc.",Energy,Oil & Gas Production,nyse
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Transportation,Air Freight/Delivery Services,nyse
CTRA,"Contura Energy, Inc.",Energy,Coal Mining,nyse
CTB,Cooper Tire & Rubber Company,Consumer Durables,Automotive Aftermarket,nyse
CPS,Cooper-Standard Holdings Inc.,Capital Goods,Auto Parts:O.E.M.,nyse
CTK,CooTek (Cayman) Inc.,Technology,EDP Services,nyse
CPA,"Copa Holdings, S.A.",Transportation,Air Freight/Delivery Services,nyse
CLB,Core Laboratories N.V.,Energy,Oilfield Services/Equipment,nyse
CXW,"CoreCivic, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
CLGX,"CoreLogic, Inc.",Technology,EDP Services,nyse
CORR,"CorEnergy Infrastructure Trust, Inc.",Consumer Services,Real Estate Investment Trusts,nyse
CPLG,CorePoint Lodging Inc.,Consumer Services,Real Estate Investment Trusts,nyse
COR,CoreSite Realty Corporation,Consumer Services,Real Estate Investment Trusts,nyse
CNR,"Cornerstone Building Brands, Inc.",Capital Goods,Metal Fabrications,nyse
GLW,Corning Incorporated,Basic Industries,Telecommunications Equipment,nyse
CAAP,Corporacion America Airports SA,Transportation,Aerospace,nyse
GYC,Corporate Asset Backed Corp CABCO,Finance,Finance: Consumer Services,nyse
OFC,Corporate Office Properties Trust,Consumer Services,Real Estate Investment Trusts,nyse
